spike_length,num_grains,awn_length,awn_density,mean_hue,grain_size_mean,texture_contrast,grain_density,label
2992,2,1936.1341186761856,59709,64.18893300129963,155.52455670366118,50.25685311483452,0.0006684491978609625,0
2992,2,1931.372914671898,59490,64.19742176997813,153.1398065569652,48.679211073296216,0.0006684491978609625,0
2586,2,1186.0853494405746,52131,65.49864033961876,164.1690093708166,49.68498710544266,0.0007733952049497294,0
2992,2,1935.7199051380157,59849,64.18604214896288,155.44409027157974,50.25662351025568,0.0006684491978609625,0
2992,2,1930.9587012529373,59511,64.19742176997813,153.1398065569652,48.679211073296216,0.0006684491978609625,0
2992,2,1932.2013417482376,59432,64.1747486807628,153.12484300427028,48.68088611254832,0.0006684491978609625,0
2992,2,2172.1058937311172,73526,72.9650757652867,171.9427945935656,66.61598567052593,0.0006684491978609625,0
2992,2,1927.9860516786575,73457,72.97688732982148,165.6447501146263,60.46264416303088,0.0006684491978609625,0
2992,2,2176.1769613027573,73518,72.97248845937247,171.98038842345773,66.6154294500769,0.0006684491978609625,0
2992,2,1920.500770688057,73516,72.97688732982148,165.6447501146263,60.462642596527914,0.0006684491978609625,0
2992,2,1926.9860517978668,73496,72.97258222103196,165.7995410738871,60.46281491185511,0.0006684491978609625,0
2558,2,1880.5382272005081,39674,74.55132076733126,225.3765088207985,46.34279672699344,0.0007818608287724785,0
2558,2,1533.5991868972778,40231,74.54886914576143,217.93057010324705,53.36245052088462,0.0007818608287724785,0
2992,2,2513.195432662964,82879,64.57918277634879,166.23157051282053,69.00918675669435,0.0006684491978609625,0
2732,2,660.830514550209,8706,66.97360183348798,219.46095645967165,15.686045501988115,0.0007320644216691069,0
2558,2,1877.5382272005081,39711,74.54091502309846,225.5168782904924,46.3438904817489,0.0007818608287724785,0
2558,2,1538.2560410499573,40197,74.5488622476916,217.93057010324705,53.36245835339948,0.0007818608287724785,0
2558,2,1280.4864892959595,40078,74.54753800851509,217.93101900344158,53.361763049864926,0.0007818608287724785,0
2992,2,3075.4796822071075,77524,63.91819659191702,205.17777212614445,82.45289301769343,0.0006684491978609625,0
2992,2,3550.0330654382706,77283,63.904547614128106,203.3647592639274,68.67153129246341,0.0006684491978609625,0
2992,2,3075.8938961029053,77719,63.90397684540871,205.0236340533672,82.45131286376437,0.0006684491978609625,0
2992,2,3550.0330654382706,77272,63.904547614128106,203.3647592639274,68.67153218760798,0.0006684491978609625,0
2992,2,3545.6188517808914,77334,63.91278539407967,203.5194248234107,68.67463979383031,0.0006684491978609625,0
2591,2,1000.2274829149246,14006,66.39915300697524,261.0087483176312,29.864048353918676,0.0007719027402547279,0
2591,2,1013.3990559577942,13616,66.39595174238887,250.50441334768567,33.31883158123706,0.0007719027402547279,0
2992,2,473.83765614032745,983,93.02882724781594,239.61822229289234,11.442173661624615,0.0006684491978609625,0
2591,2,1007.5584372282028,13984,66.41006029015881,260.8921524663677,29.8642102631904,0.0007719027402547279,0
2591,2,1013.3990559577942,13612,66.39595174238887,250.50441334768567,33.31886000207674,0.0007719027402547279,0
2591,2,1013.3990559577942,13714,66.39381550150453,250.18146635132229,33.31897771358597,0.0007719027402547279,0
2992,2,2342.7820738554,37971,70.4338293448727,320.94465436763727,55.989174233621995,0.0006684491978609625,0
2992,2,2295.012524008751,37986,70.41621525912856,314.5022870834241,35.23180025654843,0.0006684491978609625,0
2992,2,2343.196287751198,37978,70.43237748762083,321.3659025150234,55.990835845705725,0.0006684491978609625,0
2992,2,2292.012524008751,38007,70.41621525912856,314.5022870834241,35.23180025654843,0.0006684491978609625,0
2992,2,2295.0125238895416,37878,70.43490413612572,313.74945675793134,35.230564285701504,0.0006684491978609625,0
2947,2,949.1900317668915,34792,84.67466531998497,274.27248140635567,62.49075382808569,0.0006786562606040041,0
2943,2,944.5037438869476,34914,84.67321059567703,267.2436100131752,36.273165557880944,0.0006795786612300374,0
2667,2,586.1341210603714,7069,63.0815014562742,233.30392156862746,23.31944867151596,0.0007499062617172854,0
2947,2,949.6042453050613,34784,84.67765362735244,274.2709939148073,62.493089372127706,0.0006786562606040041,0
2943,2,944.9179574251175,34918,84.67321059567703,267.2436100131752,36.27316891467303,0.0006795786612300374,0
2943,2,945.6753152608871,34924,84.6721167794971,267.20866815966275,36.27316443895024,0.0006795786612300374,0
2992,2,2503.469246864319,57286,76.17628280487219,257.75582280407974,80.31782834797492,0.0006684491978609625,0
2992,2,2583.8245866298676,57269,76.16563023805354,253.20367877972186,71.50678720981652,0.0006684491978609625,0
2992,2,2585.481439471245,57282,76.17164256116116,258.344522429051,80.3172941704606,0.0006684491978609625,0
2992,2,2585.581946015358,57373,76.16563023805354,253.20367877972186,71.50678720981652,0.0006684491978609625,0
2992,2,2583.8245866298676,57246,76.1646757579729,253.20323014804845,71.50756195743051,0.0006684491978609625,0
2817,2,976.3544609546661,36031,65.45618174477708,190.7311803502388,50.13575963757387,0.0007099751508697196,0
2818,2,1808.7556047439575,36057,65.45194275194427,185.19099138882757,42.65950043772568,0.0007097232079489,0
2992,2,2866.6866208314896,77322,64.32965174300386,159.09041972794063,78.11110489482947,0.0006684491978609625,0
2817,2,977.3544609546661,35992,65.45327804727697,190.29929657363286,50.13514836573458,0.0007099751508697196,0
2818,2,1804.098750591278,36048,65.45194275194427,185.191212188121,42.65951185081878,0.0007097232079489,0
2818,2,1808.1698182821274,35922,65.45435027805962,184.9852227613586,42.65972858769463,0.0007097232079489,0
2862,2,3294.6277551651,86648,65.28971283304425,243.06756489003368,74.03706413173666,0.0006988120195667365,0
2862,2,3073.3901648521423,86400,65.28648860807043,238.067145352222,114.244922292501,0.0006988120195667365,0
2862,2,3199.2135416269302,86666,65.30661561018472,242.63568037974684,74.03743617619308,0.0006988120195667365,0
2862,2,3072.3901648521423,86385,65.28648860807043,238.067145352222,114.24492296385944,0.0006988120195667365,0
2862,2,3072.9759516716003,86448,65.27997753523272,238.7633320358116,114.24675498908819,0.0006988120195667365,0
2992,2,1830.8165718317032,67264,62.62906665789329,140.7411341977816,62.70107620992214,0.0006684491978609625,0
2992,2,1828.7160704135895,67639,62.63246152401983,135.7889977392615,53.10146989449826,0.0006684491978609625,0
2938,2,1805.7514297962189,34066,65.1428418805018,232.16809116809117,30.68628405801253,0.0006807351940095302,0
2992,2,1831.8165718317032,67138,62.625103667440214,140.9630730715068,62.69966557399354,0.0006684491978609625,0
2992,2,1827.3018571138382,67643,62.63246152401983,135.7889977392615,53.10146676149231,0.0006684491978609625,0
2992,2,1830.1302834749222,67750,62.62371374694548,135.62471774800542,53.09997656959123,0.0006684491978609625,0
2391,2,3229.1139092445374,50072,67.88399917158496,256.7190499040307,46.591227762371346,0.000836470096194061,0
2391,2,2960.131154179573,50223,67.8869206461199,251.71677252411197,69.11319013407476,0.000836470096194061,0
2391,2,3230.1139092445374,49973,67.88583941646576,256.71976967370443,46.590014953389826,0.000836470096194061,0
2391,2,2959.131154179573,50225,67.8869206461199,251.71677252411197,69.11319617630052,0.000836470096194061,0
2391,2,2960.7880083322525,50130,67.87445471639671,251.30601221230626,69.11238763697949,0.000836470096194061,0
2871,2,1401.1037986278534,63253,59.49380065839061,133.09135841836735,52.614634785496506,0.0006966213862765587,0
2871,2,1399.9322270154953,63634,59.48487746640574,131.99304237824163,64.56492796771751,0.0006966213862765587,0
2976,2,1728.1870650053024,40813,64.15250612160166,228.3360655737705,52.88822699165189,0.0006720430107526882,0
2871,2,1421.862039923668,63209,59.49351732937682,133.19738311791926,52.61593375214163,0.0006966213862765587,0
2871,2,1400.9322270154953,63635,59.48487746640574,131.99304237824163,64.56492192549176,0.0006966213862765587,0
2871,2,1399.9322272539139,63678,59.48322732474335,131.80293699668402,64.56702909577868,0.0006966213862765587,0
285,2,3900.056241631508,13478,62.24356229592508,27.404162102957283,1379.4484604105571,0.007017543859649123,0
285,2,2446.966719865799,13491,62.23673571906995,27.464324917672887,1580.0500393581592,0.007017543859649123,0
285,2,2349.19211435318,13516,62.208414053717924,27.27124183006536,1379.7180474095799,0.007017543859649123,0
285,2,3807.357757091522,13517,62.246261872293594,27.126898047722342,1579.816409324856,0.007017543859649123,0
285,2,2388.0621712207794,13509,62.24773077888997,27.258169934640524,1578.7446805934,0.007017543859649123,0
2992,2,2504.850172996521,70849,62.731936965694274,109.56737312852421,61.72730696655203,0.0006684491978609625,0
2992,2,2498.335453748703,70585,62.72658383270203,104.91463414634147,49.38383518866962,0.0006684491978609625,0
2953,2,1381.628623843193,28242,72.54759648518264,422.6674076132259,51.044458585241934,0.0006772773450728074,0
2992,2,2503.850172996521,70928,62.73590704481367,109.60815016533748,61.726279116814574,0.0006684491978609625,0
2992,2,2493.163880944252,70591,62.72658383270203,104.91463414634147,49.383834069738924,0.0006684491978609625,0
2992,2,2500.1638815402985,70381,62.727081921083396,105.19087175658018,49.385401579751104,0.0006684491978609625,0
2992,2,4190.224851846695,166647,68.37531852418856,125.54217562758488,168.8557842674763,0.0006684491978609625,0
2992,2,3808.607540845871,166980,68.3713123139121,124.72498805542284,246.41334441223913,0.0006684491978609625,0
2992,2,4192.4674924612045,166745,68.36492818729843,125.59145578754931,168.85519414342724,0.0006684491978609625,0
2992,2,3807.607540845871,167045,68.3713123139121,124.72498805542284,246.41332516663115,0.0006684491978609625,0
2992,2,3808.021754384041,167017,68.36837543854317,124.74959380674758,246.41679273285845,0.0006684491978609625,0
2992,2,1614.7779024839401,52429,64.78673381227311,164.09774436090225,71.66111404768256,0.0006684491978609625,0
2992,2,1299.803164601326,52425,64.78649201454685,159.19988778229765,45.167987862734954,0.0006684491978609625,0
2969,2,2379.8447954654694,48245,65.09531818946904,181.07790068251353,50.36318543456583,0.0006736274840013472,0
2992,2,1614.6063307523727,52400,64.7801144092499,163.744769874477,71.66244210652577,0.0006684491978609625,0
2992,2,1282.803164601326,52407,64.78649201454685,159.19988778229765,45.16797600206958,0.0006684491978609625,0
2992,2,1299.8031647205353,52448,64.78004795261154,159.1564997896508,45.16765598789049,0.0006684491978609625,0
2992,2,1294.9604578018188,48217,74.31424893120514,245.87773661165375,53.29249318347421,0.0006684491978609625,0
2992,2,1292.445739030838,48255,74.3069793671094,241.0059425552988,53.44427221614519,0.0006684491978609625,0
2992,2,1290.9604578018188,48145,74.31797642088948,246.25484904705684,53.29176106711974,0.0006684491978609625,0
2992,2,1259.9604578018188,48315,74.3069793671094,241.0059425552988,53.44427221614519,0.0006684491978609625,0
2992,2,1292.445739030838,48181,74.31179005614801,240.9666611652088,53.44440671161486,0.0006684491978609625,0
2992,2,1205.498682141304,11330,65.17400534596092,185.35161682892908,27.702951090196557,0.0006684491978609625,0
2992,2,1202.6702539920807,11147,65.17407518406607,177.3500790152208,18.17231219419624,0.0006684491978609625,0
2678,2,1056.3178831338882,46762,61.49858729053929,233.61668390210272,50.89214828427643,0.0007468259895444362,0
2992,2,1202.6702550649643,11245,65.17178325126696,185.5577408406579,27.703124524454452,0.0006684491978609625,0
2992,2,1205.4986809492111,11153,65.17407518406607,177.3500790152208,18.17231241798238,0.0006684491978609625,0
2992,2,1205.4986809492111,11148,65.17498408656907,177.08321567976083,18.17240506544402,0.0006684491978609625,0
2663,2,1790.074363231659,30527,67.50073843968792,210.0543296866308,44.8183188871921,0.0007510326699211416,0
2663,2,1789.660150051117,30444,67.50411365286453,201.57508896797154,34.56237389651055,0.0007510326699211416,0
2663,2,1789.074363231659,30500,67.50433438908021,209.51729239874237,44.81865691615539,0.0007510326699211416,0
2663,2,1791.6601501703262,30406,67.50411365286453,201.57508896797154,34.56237389651055,0.0007510326699211416,0
2662,2,1789.660150051117,30433,67.49689974999023,201.07294994675186,34.561989991388714,0.0007513148009015778,0
2586,2,1154.2741664648056,52490,65.48998139644051,152.43772647271973,50.08216498319814,0.0007733952049497294,0
2586,2,1193.3279894590378,53550,65.50245257879551,149.62306910569106,46.13639328802708,0.0007733952049497294,0
2844,2,700.7981150150299,11557,64.08337113276652,198.92785075195127,25.17052459051612,0.0007032348804500703,0
2586,2,1164.416302204132,52482,65.48002747931356,152.20281166011992,50.08077437612901,0.0007733952049497294,0
2586,2,1208.6711353063583,53598,65.50245257879551,149.62306910569106,46.13638590308449,0.0007733952049497294,0
2586,2,1193.3279894590378,53514,65.46818318786947,149.8803827751196,46.13769314981675,0.0007733952049497294,0
2992,2,2474.5974571704865,83340,64.55880391338641,154.2628252788104,76.35941363108229,0.0006684491978609625,0
2992,2,2571.793420433998,83771,64.58044812862968,150.62431941923774,69.68506587816367,0.0006684491978609625,0
2992,2,2474.597457051277,83430,64.56969270211238,154.0907909394727,76.36145724610567,0.0006684491978609625,0
2992,2,2570.793420433998,83777,64.58044812862968,150.62431941923774,69.68506587816367,0.0006684491978609625,0
2992,2,2569.9649928808212,83731,64.55495678001569,150.92944171667577,69.6851191392648,0.0006684491978609625,0
2752,2,442.3624782562256,8615,66.9983525547496,203.71205298013246,15.98000560360493,0.0007267441860465116,0
2752,2,640.3452336788177,8754,67.00023507063295,191.09653373089824,22.38810849689116,0.0007267441860465116,0
2975,2,2665.1311532258987,51312,65.98748745057925,242.75950253984936,74.25686911554348,0.0006722689075630252,0
2992,2,1914.217378616333,65125,64.83076601566002,189.29395604395606,61.876824304606956,0.0006684491978609625,0
2752,2,661.0731549263,8585,66.99714040511905,203.60828700026477,15.980419384176356,0.0007267441860465116,0
2752,2,642.3452336788177,8735,67.00023507063295,191.09653373089824,22.388136693944706,0.0007267441860465116,0
2752,2,590.6295028924942,8795,66.98800726830002,190.79446787397669,22.38720160356196,0.0007267441860465116,0
2992,2,478.76658499240875,986,93.05075061365922,220.5949978060553,11.712204199481178,0.0006684491978609625,0
2992,2,475.0092270374298,785,93.04205200388286,208.73107266435986,15.039967197427714,0.0006684491978609625,0
2992,2,476.1807985305786,985,93.04563341104044,221.04118422981094,11.712751916056924,0.0006684491978609625,0
2992,2,478.0092270374298,785,93.04205200388286,208.73107266435986,15.039967197427714,0.0006684491978609625,0
2992,2,475.0092271566391,787,93.04393244311728,208.03972961787832,15.042711934425293,0.0006684491978609625,0
2667,2,800.4844074249268,7379,63.13941558651319,215.66796116504855,23.72583288725297,0.0007499062617172854,0
2667,2,791.8275511264801,7283,63.12285663764748,207.16133043207958,21.405900837676278,0.0007499062617172854,0
2992,2,2431.6105015277863,62033,63.80379404399269,163.80382325289878,45.79603224937295,0.0006684491978609625,0
2667,2,802.4844080209732,7399,63.140665785666926,216.09079118028535,23.725760044864643,0.0007499062617172854,0
2667,2,791.24176466465,7282,63.12285663764748,207.16133043207958,21.40590911776343,0.0007499062617172854,0
2667,2,538.1929932832718,7275,63.13370615592084,206.71153846153845,21.406069124852973,0.0007499062617172854,0
2992,2,2928.51504778862,77927,64.31325035995043,148.54796847397745,78.68988936460848,0.0006684491978609625,0
2992,2,2923.201339840889,77980,64.3013709373887,141.35223378806492,72.49245672871211,0.0006684491978609625,0
2992,2,2872.7576884031296,77939,64.31327815004599,148.68412104726283,78.69010968206257,0.0006684491978609625,0
2992,2,2923.787126302719,78002,64.3013709373887,141.35223378806492,72.49247463160324,0.0006684491978609625,0
2992,2,2923.2013396024704,78004,64.31612940915116,141.44568803778225,72.49078717222045,0.0006684491978609625,0
2938,2,1804.8224962949753,34237,65.12213630650717,221.50514463211027,31.05817399014267,0.0006807351940095302,0
2938,2,1802.2367125749588,34477,65.11491060712865,213.92912057003562,60.16255411148846,0.0006807351940095302,0
2391,2,1825.1281901597977,53360,63.50181096368417,161.16858061552594,42.161393332784314,0.000836470096194061,0
2938,2,1804.9940692186356,34086,65.11811531024699,221.2062815044591,31.057861025226963,0.0006807351940095302,0
2938,2,1803.2367125749588,34471,65.11491060712865,213.92912057003562,60.16255612556372,0.0006807351940095302,0
2938,2,1800.5798584222794,34397,65.10531816952407,214.65249294449671,60.1601830973434,0.0006807351940095302,0
2977,2,1739.0865598917007,40823,64.16530029269474,219.03593890386344,53.26037349459065,0.0006718172657037286,0
2977,2,1734.500774025917,40936,64.1745200876469,214.28015820698747,32.148980475106924,0.0006718172657037286,0
2977,2,1738.6723463535309,40847,64.17326747756512,218.20272991720742,53.260376739489665,0.0006718172657037286,0
2977,2,1734.500774025917,40963,64.1745200876469,214.28015820698747,32.148970180944524,0.0006718172657037286,0
2977,2,1734.5007739067078,40961,64.16813527339201,214.18317592795958,32.14842649251928,0.0006718172657037286,0
2953,2,1134.0966659784317,28516,72.5605791372119,406.3485576923077,51.3283732627482,0.0006772773450728074,0
2953,2,1381.8001977205276,28697,72.5578032431946,391.99768101004895,31.824751172191796,0.0006772773450728074,0
2992,2,2166.7139724493027,34931,66.07682264641362,219.1343518310492,39.668521816463134,0.0006684491978609625,0
2953,2,1382.8001976013184,28535,72.56067547217066,405.9175560298826,51.328846234753456,0.0006772773450728074,0
2953,2,1382.2144112586975,28714,72.5578032431946,391.99768101004895,31.82475318626705,0.0006772773450728074,0
2953,2,1382.2144112586975,28704,72.55379181481545,393.92801657172447,31.824340412733253,0.0006772773450728074,0
2969,2,2380.7442902326584,48715,65.10721949625135,172.59811616954474,50.70467536239927,0.0006736274840013472,0
2969,2,3343.415424823761,48900,65.11961321881668,168.14354380598647,27.75986997577738,0.0006736274840013472,0
2969,2,2377.8447954654694,48798,65.1070088707982,173.0240557553957,50.703719348012505,0.0006736274840013472,0
